Datum,Markt,Produktgruppe,Produktuntergruppe,Produkt,Kennzahl,Preis,Wert,Einheit,Währung,Kostenkomponente,Verkaufsregion,Wertschöpfungsstufe,Wertschöpfungsstufe Detail,Aussenhandel,Produktherkunft,Produktionssystem,Produkteigenschaften,Verwendungsart,Datenart,Datenquelle
2019,Milch und Milchprodukte,Käse,Mozzarella,Mozzarella,Preis,9.86,9.86,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,NA,Konventionell,NA,NA,NA,"BLW, Fachbereich Marktanalysen"
2019,"Brotgetreide, Mehl, Backwaren",Weizen,Weizen,"Weizen I,  konv., CH",Preis,54.29,54.29,100 kg,CHF,exkl. MwSt,Schweiz,Grosshandel/Verarbeitung,Franko Mühle,NA,Schweiz,Konventionell,NA,"Produkt für menschlichen Verzehr, nicht weiter definiert",Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Milch und Milchprodukte,Rohmilch,"Rohmilch, International","Milch IT, total",Preis,43.887,43.887,kg,Rappen,exkl. MwSt,Italien,Produktion,Ab Hof (Stufe Produktion),NA,Italien,NA,NA,Rohmilch nicht weiter definiert,Realisierter Wert,CLAL Italien
2019,Milch und Milchprodukte,Rohmilch,"Rohmilch, International","Milch EU, total",Preis,38.7006,38.7006,kg,Rappen,exkl. MwSt,EU-28,Produktion,Ab Hof (Stufe Produktion),NA,EU,NA,NA,Rohmilch nicht weiter definiert,Realisierter Wert,EU Kommission
2019,Eier,Schaleneier,"Konsumeier, gekocht","Boden, gekocht, CH",Preis,47.55,47.55,Stück,Rappen,inkl. MwSt,Schweiz,Gastrogrosshandel,Ab Gastrogrosshandel,NA,Schweiz,Boden,gekocht,Produkt für direkten menschlichen Verzehr ,Realisierter Wert,Grossopanel AG
2019,Milch und Milchprodukte,Rohmilch,Rohmilch CH,Milch für Tilsiter,Preis,64.6976,64.6976,kg,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Schweiz,Konventionell,NA,Segment A,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Futtermittel,Getreide,Ölsaaten,"Rapskuchen,  konv., CH",Preis,36.43,36.43,100 kg,CHF,exkl. MwSt,Schweiz,Grosshandel/Verarbeitung,Franko Mühle,NA,NA,Konventionell,NA,Futtermittel,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Milch und Milchprodukte,Rohmilch,Rohmilch CH,"Biomilch, total",Preis,80.7733,80.7733,kg,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Region 4,Bio,NA,Rohmilch nicht weiter definiert,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Eier,Schaleneier,"Konsumeier, Import","Konsumeier, Import",Preis,13.63,13.63,Stück,Rappen,inkl. MwSt,Schweiz,Import,Import,Import,Nicht-Schweiz,NA,roh/gekocht,Produkt für direkten menschlichen Verzehr ,Realisierter Wert,"BLW, eKontingente"
2019,Futtermittel,Getreide,Triticale,"Triticale,  konv, CH",Preis,37.65,37.65,100 kg,CHF,exkl. MwSt,Schweiz,Grosshandel/Verarbeitung,Franko Mühle,NA,NA,Konventionell,NA,Futtermittel,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Milch und Milchprodukte,Käse,Tilsiter,Tilsiter,Preis,21.42,21.42,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,NA,Bio,NA,NA,NA,"BLW, Fachbereich Marktanalysen"
2019,"Brotgetreide, Mehl, Backwaren",Roggen,Roggen,"Roggen, bio, CH",Preis,94.07,94.07,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Bio,NA,"Produkt für menschlichen Verzehr, nicht weiter definiert",Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Milch und Milchprodukte,Käse,Tête de Moine,Tête de Moine,Preis,20.57,20.57,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,NA,Konventionell,NA,NA,NA,"BLW, Fachbereich Marktanalysen"
2019,Eier,Schaleneier,"Konsumeier, gekocht","Boden, gekocht, Import",Preis,52.45,52.45,Stück,Rappen,inkl. MwSt,Schweiz,Gastrogrosshandel,Ab Gastrogrosshandel,Import,Nicht-Schweiz,Boden,gekocht,Produkt für direkten menschlichen Verzehr ,Realisierter Wert,Grossopanel AG
2019,Eier,Schaleneier,Aufschlagsaktion,"Aufschlagsaktion, eingesetzte Mittel",Preis,7.24,7.24,Stück,Rappen,exkl. MwSt,Schweiz,Produktion,"Produktion, nicht weiter definiert",NA,Schweiz,"Boden, Freiland & Bio",roh,NA,"Aufschlagsaktion, Ist","BLW, Fachbereich Marktanalysen"
2019,Milch und Milchprodukte,Konsummilch,Vollmilch,Vollmilch Past,Preis,1.55,1.55,Liter,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,NA,Konventionell,NA,NA,NA,"BLW, Fachbereich Marktanalysen"
2019,Milch und Milchprodukte,Käse,Hüttenkäse,Hüttenkäse nature 15%,Preis,7.68,7.68,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,NA,Konventionell,NA,NA,NA,"BLW, Fachbereich Marktanalysen"
2019,Eier,Schaleneier,"Konsumeier, roh","Boden, roh, CH",Preis,40.44,40.44,Stück,Rappen,inkl. MwSt,Schweiz,Gastrogrosshandel,Ab Gastrogrosshandel,NA,Schweiz,Boden,roh,Produkt für direkten menschlichen Verzehr ,Realisierter Wert,Grossopanel AG
2019,Milch und Milchprodukte,Rohmilch,Rohmilch CH,Verkäste Milch (konv.),Preis,63.7269,63.7269,kg,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Region 4,Konventionell,NA,Rohmilch nicht weiter definiert,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Milch und Milchprodukte,Käse,Tilsiter,Tilsiter mild,Preis,13.66,13.66,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,NA,Konventionell,NA,NA,NA,"BLW, Fachbereich Marktanalysen"
2019,Milch und Milchprodukte,Käse,Emmentaler,Emmentaler surchoix,Preis,18.94,18.94,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,NA,Konventionell,NA,NA,NA,"BLW, Fachbereich Marktanalysen"
2019,Futtermittel,Getreide,Raps,"Rapsschrot,  konv., CH",Preis,34.79,34.79,100 kg,CHF,exkl. MwSt,Schweiz,Grosshandel/Verarbeitung,Franko Mühle,NA,NA,Konventionell,NA,Futtermittel,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Milch und Milchprodukte,Käse,Raclettekäse,Raclettekäse,Preis,18.75,18.75,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,NA,Konventionell,NA,NA,NA,"BLW, Fachbereich Marktanalysen"
2019,Milch und Milchprodukte,Rohmilch,Rohmilch CH,"Biomilch, total",Preis,81.9464,81.9464,kg,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Region 1,Bio,NA,Rohmilch nicht weiter definiert,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Milch und Milchprodukte,Butter,Kochbutter,Kochbutter (Die Butter),Preis,12.4,12.4,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,NA,Konventionell,NA,NA,NA,"BLW, Fachbereich Marktanalysen"
2019,Eier,Schaleneier,"Schaleneier, total, CH","Alle Produktionssysteme, CH, gewichteter Mittelwert",Preis,27.55,27.55,Stück,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Schweiz,"Boden, Freiland & Bio",roh,NA,"Realisierter Preis, gewichteter Mittelwert","BLW, Fachbereich Marktanalysen"
2019,Ölsaaten,Ölsaaten,Sonnenblumen,"Sonnenblumen, bio Knospe, CH",Preis,146.64,146.64,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Bio,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Milch und Milchprodukte,Konsummilch,Milch Drink,Milch Drink Past,Preis,1.79,1.79,Liter,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,NA,Bio,NA,NA,NA,"BLW, Fachbereich Marktanalysen"
2019,Ölsaaten,Ölsaaten,Raps,"Rapssaat, bio Knospe, CH",Preis,194.38,194.38,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Bio,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Ölsaaten,Ölsaaten,Raps,"Rapssaat, IP, CH",Preis,81.18,81.18,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,IP Suisse,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Ölsaaten,Ölsaaten,Raps,"Rapssaat,  konv., CH",Preis,80.16,80.16,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Konventionell,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Milch und Milchprodukte,Rahm,Kaffeerahm,Kaffeerahm UHT 15%,Preis,3.57,3.57,Liter,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,NA,Konventionell,NA,NA,NA,"BLW, Fachbereich Marktanalysen"
2019,Futtermittel,Getreide,Triticale,"Triticale, bio, Richtpreis",Preis,79,79,100 kg,CHF,NA,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Bio,NA,Futtermittel,Richtpreis,Bio Suisse
2019,Milch und Milchprodukte,Rohmilch,Rohmilch CH,Milch für Emmentaler,Preis,64.9575,64.9575,kg,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Schweiz,Konventionell,NA,Segment A,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Milch und Milchprodukte,Konsummilch,Vollmilch,Vollmilch UHT,Preis,1.8,1.8,Liter,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,NA,Bio,NA,NA,NA,"BLW, Fachbereich Marktanalysen"
2019,Eier,Schaleneier,"Konsumeier, roh","Freiland, roh, CH",Preis,57.77,57.77,Stück,Rappen,inkl. MwSt,Schweiz,Gastrogrosshandel,Ab Gastrogrosshandel,NA,Schweiz,Freiland,roh,Produkt für direkten menschlichen Verzehr ,Realisierter Wert,Grossopanel AG
2019,Eier,Schaleneier,"Schaleneier, AT","Boden, AT, einfacher Mittelwert",Preis,11.81,11.81,Stück,Eurocent,exkl. MwSt,NA,Produktion,"Produktion, nicht weiter definiert",NA,Österreich,Boden,roh,NA,"Realisierter Preis, einfacher Mittelwert",EU Kommission
2019,Futtermittel,Eiweisspflanzen,Ackerbohnen,"Ackerbohnen, bio, Richtpreis",Preis,78,78,100 kg,CHF,NA,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Bio,NA,Futtermittel,Richtpreis,Bio Suisse
2019,Milch und Milchprodukte,Butter,Vorzugsbutter,Vorzugsbutter,Preis,19.85,19.85,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,NA,Bio,NA,NA,NA,"BLW, Fachbereich Marktanalysen"
2019,Milch und Milchprodukte,Joghurt,Joghurt nature,Joghurt nature,Preis,3.61,3.61,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,NA,Bio,NA,NA,NA,"BLW, Fachbereich Marktanalysen"
2019,Ölsaaten,Ölsaaten,Sonnenblumen,"Sonnenblumen, bio Knospe, CH",Preis,142.21,142.21,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Bio,NA,"Produkt für menschlichen Verzehr, nicht weiter definiert",Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,"Brotgetreide, Mehl, Backwaren",Weizen,Weizen,"Weizen I,  konv., CH",Preis,48.25,48.25,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Konventionell,NA,"Produkt für menschlichen Verzehr, nicht weiter definiert",Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Eier,Schaleneier,"Schaleneier, AT","Freiland, 53-63g, AT",Preis,13.63,13.63,Stück,Eurocent,exkl. MwSt,Österreich,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Österreich,Freiland,NA,NA,Realisierter Wert,AMA Österreich
2019,Eier,Schaleneier,"Konsumeier, AT","Freiland, 53-63g, 6er- und 10er-Packung, AT",Preis,33.68,33.68,Stück,Eurocent,exkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Österreich,Freiland,NA,NA,Realisierter Wert,GfK Austria
2019,Eier,Schaleneier,"Schaleneier, total, CH","Freiland, gewichteter Mittelwert",Preis,22.96,22.96,Stück,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Schweiz,Freiland,roh,NA,"Realisierter Preis, gewichteter Mittelwert","BLW, Fachbereich Marktanalysen"
2019,Milch und Milchprodukte,Rohmilch,"Rohmilch, International",ife Rohstoffwert Milch,Preis,35.8188,35.8188,kg,Rappen,exkl. MwSt,NA,Produktion,Ab Hof (Stufe Produktion),NA,Nicht-Schweiz,NA,NA,NA,Richtpreis,IFE
2019,"Brotgetreide, Mehl, Backwaren",Weizen,Weizen,"Weizen I, IP, CH",Preis,47.75,47.75,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,IP Suisse,NA,"Produkt für menschlichen Verzehr, nicht weiter definiert",Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Ölsaaten,Ölsaaten,Sonnenblumen,"Sonnenblumen,  konv., CH",Preis,79.96,79.96,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Konventionell,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Ölsaaten,Ölsaaten,Sonnenblumen,"Sonnenblumen,  konv., CH",Preis,82.51,82.51,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Konventionell,NA,"Produkt für menschlichen Verzehr, nicht weiter definiert",Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Milch und Milchprodukte,Rohmilch,"Rohmilch, International",Spot Milchpreis Italien Lodi,Preis,47.535,47.535,kg,Rappen,exkl. MwSt,Italien,Produktion,Ab Hof (Stufe Produktion),NA,Italien,NA,NA,Rohmilch nicht weiter definiert,Richtpreis,CLAL Italien
2019,Eier,Schaleneier,"Schaleneier, >73g","Boden, >73g",Preis,14.38,14.38,Stück,Eurocent,exkl. MwSt,Österreich,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Österreich,Boden,NA,NA,Realisierter Wert,AMA Österreich
2019,Eier,Schaleneier,"Schaleneier, 50-53g","Freiland, 50-53g",Preis,14.26,14.26,Stück,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Schweiz,Freiland,roh,NA,"Realisierter Preis, gewichteter Mittelwert","BLW, Fachbereich Marktanalysen"
2019,Milch und Milchprodukte,Rohmilch,Rohmilch CH,Verkäste Milch (konv.),Preis,67.7274,67.7274,kg,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Schweiz,Konventionell,NA,Rohmilch nicht weiter definiert,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,"Brotgetreide, Mehl, Backwaren",Weizen,Weizen,"Weizen II,  konv., CH",Preis,46.66,46.66,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Konventionell,NA,"Produkt für menschlichen Verzehr, nicht weiter definiert",Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Ölsaaten,Ölsaaten,Sonnenblumen,"Sonnenblumen, HOLL",Preis,83.22,83.22,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Konventionell,Hitzestabiles,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Eier,Schaleneier,"Schaleneier, >73g","Freiland, >73g",Preis,15.67,15.67,Stück,Eurocent,exkl. MwSt,Österreich,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Österreich,Freiland,NA,NA,Realisierter Wert,AMA Österreich
2019,Milch und Milchprodukte,Rohmilch,"Rohmilch, International","Milch NZ, total",Preis,33.359,33.359,kg,Rappen,exkl. MwSt,Neuseeland,Produktion,Ab Hof (Stufe Produktion),NA,Neuseeland,NA,NA,Rohmilch nicht weiter definiert,Realisierter Wert,CLAL Italien
2019,Eier,Schaleneier,"Schaleneier, AT","Freiland, 63-73g, AT",Preis,15.58,15.58,Stück,Eurocent,exkl. MwSt,Österreich,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Österreich,Freiland,NA,NA,Realisierter Wert,AMA Österreich
2019,Milch und Milchprodukte,Konsummilch,Milch Drink,Milch Drink UHT,Preis,1.8,1.8,Liter,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,NA,Bio,NA,NA,NA,"BLW, Fachbereich Marktanalysen"
2019,Ölsaaten,Ölsaaten,Raps,"Rapssaat, HOLL-Raps, IP, CH",Preis,84.64,84.64,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,IP Suisse,Hitzestabiles,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,"Brotgetreide, Mehl, Backwaren",Weizen,Weizen,"Weizen II, IP, CH",Preis,46.22,46.22,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,IP Suisse,NA,"Produkt für menschlichen Verzehr, nicht weiter definiert",Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Ölsaaten,Ölsaaten,Raps,"Rapssaat, HOLL-Raps, CH",Preis,84.63,84.63,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Konventionell,Hitzestabiles,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Milch und Milchprodukte,Rohmilch,Rohmilch CH,"Konventionelle Milch, total",Preis,50.5333,50.5333,kg,Rappen,exkl. MwSt,Schweiz,Produktion,"Produktion, nicht weiter definiert",NA,Schweiz,Konventionell,NA,Segment B,Richtpreis,BOM
2019,Eier,Schaleneier,"Schaleneier, 50-53g","Boden, 50-53g",Preis,15.32,15.32,Stück,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Schweiz,Boden,roh,NA,"Realisierter Preis, gewichteter Mittelwert","BLW, Fachbereich Marktanalysen"
2019,Milch und Milchprodukte,Joghurt,Joghurt andere Früchte,Fruchtjoghurt,Preis,3.04,3.04,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,NA,Konventionell,NA,NA,NA,"BLW, Fachbereich Marktanalysen"
2019,Milch und Milchprodukte,Rohmilch,Rohmilch CH,Segment B,Preis,45.9032,45.9032,kg,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Schweiz,Konventionell,NA,Segment B,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Milch und Milchprodukte,Joghurt,Joghurt andere Früchte,Fruchtjoghurt,Preis,4.41,4.41,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,NA,Bio,NA,NA,NA,"BLW, Fachbereich Marktanalysen"
2019,Milch und Milchprodukte,Rohmilch,Rohmilch CH,Milch für Appenzeller,Preis,68.0869,68.0869,kg,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Schweiz,Konventionell,NA,Segment A,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Eier,Schaleneier,"Schaleneier, AT","Boden, 63-73g, AT",Preis,12.83,12.83,Stück,Eurocent,exkl. MwSt,Österreich,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Österreich,Boden,NA,NA,Realisierter Wert,AMA Österreich
2019,"Brotgetreide, Mehl, Backwaren",Weizen,Weizen,"Weizen TopQ, IP, CH",Preis,49.36,49.36,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,IP Suisse,NA,"Produkt für menschlichen Verzehr, nicht weiter definiert",Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Eier,Schaleneier,"Schaleneier, AT","Boden, 53-63g, AT",Preis,11.59,11.59,Stück,Eurocent,exkl. MwSt,Österreich,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Österreich,Boden,NA,NA,Realisierter Wert,AMA Österreich
2019,Eier,Schaleneier,"Konsumeier, gekocht","Freiland, gekocht, CH",Preis,63.56,63.56,Stück,Rappen,inkl. MwSt,Schweiz,Gastrogrosshandel,Ab Gastrogrosshandel,NA,Schweiz,Freiland,gekocht,Produkt für direkten menschlichen Verzehr ,Realisierter Wert,Grossopanel AG
2019,Milch und Milchprodukte,Rahm,Halbrahm,Halbrahm UHT 25%,Preis,4.82,4.82,Liter,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,NA,Konventionell,NA,NA,NA,"BLW, Fachbereich Marktanalysen"
2019,Eier,Schaleneier,"Konsumeier, total","Alle Produktionssysteme, gekocht, CH, gewichteter Mittelwert",Preis,59.51,59.51,Stück,Rappen,inkl. MwSt,Schweiz,Gastrogrosshandel,Ab Gastrogrosshandel,NA,Schweiz,"Boden, Freiland & Bio",gekocht,Produkt für direkten menschlichen Verzehr ,Realisierter Wert,Grossopanel AG
2019,Milch und Milchprodukte,Rohmilch,Rohmilch CH,"Richtpreis, Segment B",Preis,50.5333,50.5333,kg,Rappen,exkl. MwSt,Schweiz,Produktion,"Produktion, nicht weiter definiert",NA,Schweiz,Konventionell,NA,Segment B,Richtpreis,BOM
2019,Milch und Milchprodukte,Milchpulver,Vollmilchpulver,Vollmilchpulver 26%,Preis,6.05,6.05,kg,CHF,exkl. MwSt,Schweiz,Grosshandel/Verarbeitung,Ab Verarbeitung/Industrie,NA,Schweiz,Konventionell,NA,"Produkt für menschlichen Verzehr, nicht weiter definiert",Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,"Brotgetreide, Mehl, Backwaren",Weizen,Weizen,"Weizen Top, IP, CH",Preis,49.08,49.08,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,IP Suisse,NA,"Produkt für menschlichen Verzehr, nicht weiter definiert",Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Futtermittel,Eiweisspflanzen,Soja,"Sojabohnen,  konv., CH",Preis,50.16,50.16,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Konventionell,NA,Futtermittel,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Milch und Milchprodukte,Rohmilch,Rohmilch CH,"Milch CH, total",Preis,62.6705,62.6705,kg,Rappen,exkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Schweiz,NA,NA,Rohmilch nicht weiter definiert,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Futtermittel,Getreide,Futtermais,"Futtermais,  konv., CH",Preis,37.56,37.56,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Konventionell,NA,Futtermittel,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Futtermittel,Getreide,Futterhafer,"Futterhafer, bio",Preis,64,64,100 kg,CHF,NA,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Bio,NA,Futtermittel,Richtpreis,Bio Suisse
2019,Futtermittel,Getreide,Futterweizen,"Futterweizen,  konv., CH",Preis,37,37,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Konventionell,NA,Futtermittel,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Eier,Schaleneier,"Schaleneier, total, CH","Bio, gewichteter Mittelwert",Preis,43.33,43.33,Stück,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Schweiz,Bio,roh,NA,"Realisierter Preis, gewichteter Mittelwert","BLW, Fachbereich Marktanalysen"
2019,Eier,Schaleneier,"Konsumeier, roh","Bio, roh, CH",Preis,74.35,74.35,Stück,Rappen,inkl. MwSt,Schweiz,Gastrogrosshandel,Ab Gastrogrosshandel,NA,Schweiz,Bio,roh,Produkt für direkten menschlichen Verzehr ,Realisierter Wert,Grossopanel AG
2019,Milch und Milchprodukte,Rohmilch,Rohmilch CH,Segment A,Preis,62.496,62.496,kg,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Schweiz,Konventionell,NA,Segment A,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Milch und Milchprodukte,Rohmilch,Rohmilch CH,Verkäste Milch (konv.),Preis,63.1639,63.1639,kg,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Region 2,Konventionell,NA,Rohmilch nicht weiter definiert,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Futtermittel,Eiweisspflanzen,Lupinen,"Lupinen,  konv., Richtpreis",Preis,42.5,42.5,100 kg,CHF,NA,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Konventionell,NA,Futtermittel,Richtpreis,Swiss granum
2019,Eier,Schaleneier,"Schaleneier, AT","Bio, 63-73g, AT",Preis,24.87,24.87,Stück,Eurocent,exkl. MwSt,Österreich,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Österreich,Bio,NA,NA,Realisierter Wert,AMA Österreich
2019,Futtermittel,Getreide,Futterroggen,"Futterroggen,  konv., CH",Preis,33.13,33.13,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Konventionell,NA,Futtermittel,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Milch und Milchprodukte,Rohmilch,Rohmilch CH,Gewerblich verkäste Milch (konv.),Preis,65.8215,65.8215,kg,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Region 2,Konventionell,NA,Rohmilch nicht weiter definiert,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Milch und Milchprodukte,Rohmilch,Rohmilch CH,"Milch CH, total",Preis,62.462,62.462,kg,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Region 4,NA,NA,Rohmilch nicht weiter definiert,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2019,Milch und Milchprodukte,Rohmilch,Rohmilch CH,"Konventionelle Milch, total",Preis,63.3047,63.3047,kg,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Schweiz,Konventionell,NA,Rohmilch nicht weiter definiert,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
